,attraction_id,name,country,province,city,location__lat,location__lng,price,rating,attraction,category
15,15,7-minute_helicopter_tour_over_toronto,canada,ontario,toronto,43.632485,-79.3956627,123.18,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d11447633-7_Minute_Helicopter_Tour_Over_Toronto-Toronto_Ontario.html,"air,_helicopter_&_balloon_tours"
16,16,seaplane_flight_to_victoria_and_whale-watching_cruise,canada,british_columbia,vancouver,48.4241277,-123.3707833,469.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11448263-Seaplane_Flight_to_Victoria_and_Whale_Watching_Cruise-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
17,17,ultimate_niagara_falls_tour_plus_helicopter_ride_and_skylon_tower_lunch,canada,ontario,niagara_falls,43.0857136,-79.0824311,317.42,5.0,https://tripadvisor.ca/AttractionProductDetail-g154998-d11454045-Ultimate_Niagara_Falls_Tour_plus_Helicopter_Ride_and_Skylon_Tower_Lunch-Niagara_Falls_Ontario.html,"air,_helicopter_&_balloon_tours"
18,18,niagara_falls_airplane_tour,canada,ontario,niagara_falls,43.1897478,-79.1701169,129.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154998-d11460161-Niagara_Falls_Airplane_Tour-Niagara_Falls_Ontario.html,"air,_helicopter_&_balloon_tours"
19,19,airliner_adventures_package,canada,ontario,toronto,,,129.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d15040569-Airliner_Adventures_Package-Toronto_Ontario.html,"air,_helicopter_&_balloon_tours"
20,20,yukon-northern_lights_4-days_adventure_in_whitehorse,canada,british_columbia,vancouver_island,49.2869235,-123.12216,-1.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154944-d15766387-Yukon_Northern_Lights_4_days_Adventure_in_Whitehorse-Vancouver_Island_British_Columbia.html,"air,_helicopter_&_balloon_tours"
21,22,vancouver_to_seattle_seaplane_flight,canada,british_columbia,vancouver,48.4241277,-123.3707833,370.5,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d15846638-Vancouver_to_Seattle_Seaplane_Flight-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
22,23,14-minute_helicopter_tour_over_toronto,canada,ontario,toronto,43.632485,-79.3956627,258.78,5.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d11447634-14_Minute_Helicopter_Tour_Over_Toronto-Toronto_Ontario.html,"air,_helicopter_&_balloon_tours"
23,24,victoria_and_butchart_gardens_by_helicopter_and_speed_boat,canada,british_columbia,vancouver,49.284751,-123.1394811,579.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11807018-Victoria_and_Butchart_Gardens_by_Helicopter_and_Speed_Boat-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
24,25,mount_mamquam_and_alpine_lakes_seaplane_tour_from_vancouver,canada,british_columbia,vancouver,48.4241277,-123.3707833,369.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11448262-Mount_Mamquam_and_Alpine_Lakes_Seaplane_Tour_from_Vancouver-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
25,26,helicopter_tour_over_montreal,canada,quebec,montreal,45.5313457,-73.4114329,179.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g155032-d12472357-Helicopter_Tour_Over_Montreal-Montreal_Quebec.html,"air,_helicopter_&_balloon_tours"
26,27,squamish_explorer_flightseeing_tour,canada,british_columbia,squamish,49.783335,-123.159769,162.75,5.0,https://tripadvisor.ca/AttractionProductDetail-g181771-d11763865-Squamish_Explorer_Flightseeing_Tour-Squamish_British_Columbia.html,"air,_helicopter_&_balloon_tours"
27,28,victoria_excursion_from_vancouver_by_helicopter_and_sea_plane,canada,british_columbia,vancouver,49.284751,-123.1394811,699.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11894600-Victoria_Excursion_from_Vancouver_by_Helicopter_and_Sea_Plane-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
28,29,"niagara_winter_wonderland_tour_-_air_tour,_winery_tour,_chocolate_factory_tour",canada,ontario,niagara_falls,43.1897478,-79.1701169,144.5,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154998-d15632836-Niagara_Winter_Wonderland_Tour_Air_Tour_Winery_Tour_Chocolate_Factory_Tour-Niagara_Falls_Ontario.html,"air,_helicopter_&_balloon_tours"
29,30,thousand_islands_two_castle_helicopter_tour,canada,ontario,things_to_do_in_gananoque,44.3474018,-76.1751743,265.64,5.0,https://tripadvisor.ca/AttractionProductDetail-g154979-d11466244-Thousand_Islands_Two_Castle_Helicopter_Tour-Ontario.html,"air,_helicopter_&_balloon_tours"
30,31,helicopter_tour_over_mont-tremblant,canada,quebec,mont_tremblant,46.1141489,-74.5413873,171.31,5.0,https://tripadvisor.ca/AttractionProductDetail-g182183-d11473761-Helicopter_Tour_Over_Mont_Tremblant-Mont_Tremblant_Quebec.html,"air,_helicopter_&_balloon_tours"
31,32,sechelt_panorama_seaplane_experience,canada,british_columbia,sunshine_coast,48.4241277,-123.3707833,119.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g1173269-d11482402-Sechelt_Panorama_Seaplane_Experience-Sunshine_Coast_British_Columbia.html,"air,_helicopter_&_balloon_tours"
32,33,victoria_and_butchart_gardens_by_seaplane_and_speed_boat,canada,british_columbia,vancouver,49.284751,-123.1394811,489.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11469289-Victoria_and_Butchart_Gardens_by_Seaplane_and_Speed_Boat-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
33,34,whistler_day_trip_by_seaplane_from_vancouver,canada,british_columbia,vancouver,48.4241277,-123.3707833,409.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11481200-Whistler_Day_Trip_by_Seaplane_from_Vancouver-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
34,35,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,canada,british_columbia,vancouver,48.4227209,-123.3689786,447.57,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d12592660-Whales_Fly_Whale_Watching_from_Vancouver_to_Victoria_Return_Seaplane_Flight-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
35,36,vancouver_to_victoria_by_seaplane_and_ferry,canada,british_columbia,vancouver,48.4241277,-123.3707833,289.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11448264-Vancouver_to_Victoria_by_Seaplane_and_Ferry-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
36,37,seaplane_flight_to_victoria_with_ground_transport_and_butchart_gardens_admission,canada,british_columbia,vancouver,48.4241277,-123.3707833,449.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11482403-Seaplane_Flight_to_Victoria_with_Ground_Transport_and_Butchart_Gardens_Admission-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
37,38,helicopter_ride_over_the_falls_and_sit_down_meal_at_elements_located_on_falls,canada,ontario,niagara_falls,40.751976,-73.986603,265.84,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154998-d15304457-Helicopter_Ride_Over_The_Falls_and_Sit_down_Meal_at_Elements_located_on_Falls-Niagara_Falls_Ontario.html,"air,_helicopter_&_balloon_tours"
38,39,quebec_city_helicopter_tour_over_montmorency_falls,canada,quebec,quebec_city,46.799969,-71.3723555,218.4,4.5,https://tripadvisor.ca/AttractionProductDetail-g155033-d11486393-Quebec_City_Helicopter_Tour_Over_Montmorency_Falls-Quebec_City_Quebec.html,"air,_helicopter_&_balloon_tours"
39,40,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,canada,british_columbia,vancouver_island,48.4241277,-123.3707833,439.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103663-Seaplane_Flight_to_Vancouver_with_Bus_Tour_from_Victoria-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"air,_helicopter_&_balloon_tours"
40,41,vancouver_to_victoria_seaplane_flight,canada,british_columbia,vancouver,48.4241277,-123.3707833,218.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11459526-Vancouver_to_Victoria_Seaplane_Flight-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
41,42,victoria_to_vancouver_seaplane_flight,canada,british_columbia,vancouver_island,48.4241277,-123.3707833,218.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103383-Victoria_to_Vancouver_Seaplane_Flight-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"air,_helicopter_&_balloon_tours"
42,43,toronto_aerial_tour_in_luxury_with_a_niagara_falls_winery_tour_and_tasting,canada,ontario,toronto,56.130366,-106.346771,189.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d15209353-Toronto_Aerial_Tour_in_luxury_with_a_Niagara_Falls_Winery_Tour_and_Tasting-Toronto_Ontario.html,"air,_helicopter_&_balloon_tours"
43,44,air_taxi_and_tour_from_toronto_-_niagara_including_ground_transport_to_niagara_hotels,canada,ontario,toronto,43.1897478,-79.1701169,563.87,5.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d11478873-Air_Taxi_and_Tour_from_Toronto_Niagara_including_Ground_Transport_to_Niagara_Hotels-Toronto_Ontario.html,"air,_helicopter_&_balloon_tours"
44,45,tofino_to_vancouver_seaplane_flight,canada,british_columbia,vancouver,48.4241277,-123.3707833,299.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d14128522-Tofino_to_Vancouver_Seaplane_Flight-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
45,46,whistler_to_vancouver_scenic_flight,canada,british_columbia,whistler,50.1436794,-122.9485982,208.01,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154948-d11482005-Whistler_to_Vancouver_Scenic_Flight-Whistler_British_Columbia.html,"air,_helicopter_&_balloon_tours"
46,47,exhilarating_120km_aerial_tour_of_toronto,canada,ontario,things_to_do_in_markham,56.130366,-106.346771,79.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154979-d15207288-Exhilarating_120km_Aerial_Tour_of_Toronto-Ontario.html,"air,_helicopter_&_balloon_tours"
47,48,boldt_castle_and_thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,44.3474018,-76.1751743,172.84,5.0,https://tripadvisor.ca/AttractionProductDetail-g154979-d11466243-Boldt_Castle_and_Thousand_Islands_Helicopter_Tour-Ontario.html,"air,_helicopter_&_balloon_tours"
48,49,icefields_parkway_sidecar_ride_and_champagne_helicopter_flight,canada,alberta,canadian_rockies,52.8751775,-118.0820833,-1.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154918-d11956076-Icefields_Parkway_Sidecar_Ride_and_Champagne_Helicopter_Flight-Jasper_Jasper_National_Park_Alberta.html,"air,_helicopter_&_balloon_tours"
49,50,ultimate_thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,44.3474018,-76.1751743,522.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154979-d11466302-Ultimate_Thousand_Islands_Helicopter_Tour-Ontario.html,"air,_helicopter_&_balloon_tours"
50,51,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,49.284751,-123.1394811,569.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11469121-Vancouver_to_Victoria_Whale_Watching_with_Return_to_Vancouver_by_Seaplane-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
51,52,gulf_islands_kayak_and_seaplane_adventure,canada,british_columbia,vancouver,49.284751,-123.1394811,629.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11469288-Gulf_Islands_Kayak_and_Seaplane_Adventure-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
52,53,yellowknife_helicopter_tour,canada,northwest_territories,yellowknife,62.4549765,-114.3722764,240.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154966-d11477408-Yellowknife_Helicopter_Tour-Yellowknife_Northwest_Territories.html,"air,_helicopter_&_balloon_tours"
53,54,seaplane_tour_with_admission_to_capilano_suspension_bridge_park,canada,british_columbia,vancouver,48.4241277,-123.3707833,169.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d13454095-Seaplane_Tour_with_Admission_to_Capilano_Suspension_Bridge_Park-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
54,55,whistler_to_victoria_scenic_flight,canada,british_columbia,whistler,50.1436794,-122.9485982,285.0,4.0,https://tripadvisor.ca/AttractionProductDetail-g154948-d11472162-Whistler_to_Victoria_Scenic_Flight-Whistler_British_Columbia.html,"air,_helicopter_&_balloon_tours"
55,56,whistler_alpine_picnic_helicopter_tour,canada,british_columbia,whistler,49.1830074,-123.176599,630.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154948-d11455062-Whistler_Alpine_Picnic_Helicopter_Tour-Whistler_British_Columbia.html,"air,_helicopter_&_balloon_tours"
56,57,niagara_falls_by_airplane_and_land_winter_tour_with_wine_tasting_from_toronto,canada,ontario,niagara_falls,43.1897478,-79.1701169,339.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154998-d12082158-Niagara_Falls_by_Airplane_and_Land_Winter_Tour_with_Wine_Tasting_from_Toronto-Niagara_Falls_Ontario.html,"air,_helicopter_&_balloon_tours"
57,58,strait_of_georgia_seaplane_tour_from_sechelt,canada,british_columbia,sunshine_coast,48.4241277,-123.3707833,139.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g1173269-d11482962-Strait_of_Georgia_Seaplane_Tour_from_Sechelt-Sunshine_Coast_British_Columbia.html,"air,_helicopter_&_balloon_tours"
58,59,whistler_backcountry_flightseeing_tour,canada,british_columbia,squamish,49.783335,-123.159769,219.45,5.0,https://tripadvisor.ca/AttractionProductDetail-g181771-d11763866-Whistler_Backcountry_Flightseeing_Tour-Squamish_British_Columbia.html,"air,_helicopter_&_balloon_tours"
59,60,2-day_niagara_falls_day_trip_from_new_york_city_by_train_and_air,united_states,new_york_(ny),new_york_city,40.751976,-73.986603,952.92,1.0,https://tripadvisor.ca/AttractionProductDetail-g60763-d12464965-2_Day_Niagara_Falls_Day_Trip_from_New_York_City_by_Train_and_Air-New_York_City_New_York.html,"air,_helicopter_&_balloon_tours"
60,61,whistler_bus_tour_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,48.4241277,-123.3707833,353.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11483355-Whistler_Bus_Tour_with_Return_to_Vancouver_by_Seaplane-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
61,63,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,canada,british_columbia,vancouver,48.4241277,-123.3707833,389.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11485902-Seaplane_Flight_to_Victoria_with_Whale_Watching_and_Return_by_Ferry-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
62,64,"shuttle_to_zodiac_nature_tour,_seaside_dinner,_and_return_to_vancouver_by_seaplane",canada,british_columbia,vancouver,48.4241277,-123.3707833,299.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d13112523-Shuttle_to_Zodiac_Nature_Tour_Seaside_Dinner_and_return_to_Vancouver_by_Seaplane-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
63,65,thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,44.3474018,-76.1751743,114.84,5.0,https://tripadvisor.ca/AttractionProductDetail-g154979-d11465247-Thousand_Islands_Helicopter_Tour-Ontario.html,"air,_helicopter_&_balloon_tours"
64,66,victoria_panorama_seaplane_tour,canada,british_columbia,vancouver_island,48.4241277,-123.3707833,125.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103213-Victoria_Panorama_Seaplane_Tour-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"air,_helicopter_&_balloon_tours"
65,67,whistler_flightseeing_tour_with_alpine_lake_landing_and_optional_lunch,canada,british_columbia,whistler,50.1436794,-122.9485982,365.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154948-d11448266-Whistler_Flightseeing_Tour_with_Alpine_Lake_Landing_and_Optional_Lunch-Whistler_British_Columbia.html,"air,_helicopter_&_balloon_tours"
66,68,vancouver_to_tofino_seaplane_flight,canada,british_columbia,vancouver,48.4241277,-123.3707833,299.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d14121178-Vancouver_to_Tofino_Seaplane_Flight-Vancouver_British_Columbia.html,"air,_helicopter_&_balloon_tours"
67,69,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",canada,ontario,toronto,43.6837428,-79.5929134,260.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d12955227-Niagara_Falls_Tour_with_Boat_Cruise_Journey_and_Fallsview_Lunch_from_Toronto-Toronto_Ontario.html,"cruises,_sailing_&_water_tours"
68,70,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,canada,ontario,niagara_falls,43.102436,-78.961638,149.89,5.0,https://tripadvisor.ca/AttractionProductDetail-g154998-d11448214-Niagara_Falls_Canadian_Side_Tour_and_Maid_of_the_Mist_Boat_Ride-Niagara_Falls_Ontario.html,"cruises,_sailing_&_water_tours"
69,71,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,united_states,washington_(wa),seattle,,,170.41,4.5,https://tripadvisor.ca/AttractionProductDetail-g60878-d11450659-Day_Trip_from_Seattle_to_Victoria_on_the_Victoria_Clipper-Seattle_Washington.html,"cruises,_sailing_&_water_tours"
70,72,half-day_whale_watching_adventure_from_vancouver,canada,british_columbia,vancouver,48.4227209,-123.3689786,181.13,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11468108-Half_Day_Whale_Watching_Adventure_from_Vancouver-Vancouver_British_Columbia.html,"cruises,_sailing_&_water_tours"
71,73,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,canada,ontario,toronto,,,149.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d11449291-Niagara_Falls_Platinum_Tour_from_Toronto_with_Cruise_and_Lunch-Toronto_Ontario.html,"cruises,_sailing_&_water_tours"
72,74,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,united_states,new_york_(ny),niagara_falls,43.102436,-78.961638,136.26,4.5,https://tripadvisor.ca/AttractionProductDetail-g48261-d11448212-Niagara_Falls_American_Side_Tour_with_Maid_of_the_Mist_Boat_Ride-Niagara_Falls_New_York.html,"cruises,_sailing_&_water_tours"
73,75,whale-watching_cruise_with_expert_naturalists,canada,british_columbia,vancouver_island,48.4224072,-123.3670534,94.5,5.0,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103241-Whale_Watching_Cruise_with_Expert_Naturalists-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"cruises,_sailing_&_water_tours"
74,76,vancouver_harbor_sunset_dinner_cruise,canada,british_columbia,vancouver,49.29419,-123.133059,97.69,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d12000832-Vancouver_Harbor_Sunset_Dinner_Cruise-Vancouver_British_Columbia.html,"cruises,_sailing_&_water_tours"
75,77,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",canada,alberta,canadian_rockies,52.8780879,-118.0799308,72.45,5.0,https://tripadvisor.ca/AttractionProductDetail-g154918-d11450070-Jasper_National_Park_Tour_Maligne_Valley_Medicine_Lake_and_Spirit_Island-Jasper_Jasper_National_Park_Alberta.html,"cruises,_sailing_&_water_tours"
76,78,victoria_whale_and_wildlife_cruise,canada,british_columbia,vancouver_island,48.4225678,-123.3824385,151.2,5.0,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103422-Victoria_Whale_and_Wildlife_Cruise-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"cruises,_sailing_&_water_tours"
77,79,victoria_whale_watching_adventure_in_a_zodiac_vessel,canada,british_columbia,vancouver_island,48.4227209,-123.3689786,116.82,5.0,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103403-Victoria_Whale_Watching_Adventure_in_a_Zodiac_Vessel-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"cruises,_sailing_&_water_tours"
78,80,vancouver_harbor_and_indian_arm_lunch_cruise,canada,british_columbia,vancouver,49.29419,-123.133059,85.33,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d12000834-Vancouver_Harbor_and_Indian_Arm_Lunch_Cruise-Vancouver_British_Columbia.html,"cruises,_sailing_&_water_tours"
79,81,whale-watching_tour_from_vancouver,canada,british_columbia,vancouver,49.12451,-123.1840089,138.5,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11451257-Whale_Watching_Tour_from_Vancouver-Vancouver_British_Columbia.html,"cruises,_sailing_&_water_tours"
80,82,ultimate_day_tour_to_victoria,canada,british_columbia,vancouver,48.4227209,-123.3689786,363.56,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11463470-Ultimate_Day_Tour_to_Victoria-Vancouver_British_Columbia.html,"cruises,_sailing_&_water_tours"
81,83,halifax_harbour_hopper_tour,canada,nova_scotia,halifax_region,44.663465,-63.6241384,42.67,4.5,https://tripadvisor.ca/AttractionProductDetail-g154976-d11452949-Halifax_Harbour_Hopper_Tour-Halifax_Halifax_Region_Nova_Scotia.html,"cruises,_sailing_&_water_tours"
82,84,whistler_and_sea_to_sky_gondola_tour,canada,british_columbia,vancouver,49.284609,-123.108474,189.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d13996741-Whistler_and_Sea_to_Sky_Gondola_Tour-Vancouver_British_Columbia.html,"cruises,_sailing_&_water_tours"
83,85,victoria_zodiac_boat_whale_watching_tour,canada,british_columbia,vancouver_island,48.4222022,-123.3796261,122.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103801-Victoria_Zodiac_Boat_Whale_Watching_Tour-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"cruises,_sailing_&_water_tours"
84,86,whale_watching_tour_from_granville_island_in_vancouver,canada,british_columbia,vancouver,49.2713184,-123.1363136,141.75,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d12472637-Whale_Watching_Tour_from_Granville_Island_in_Vancouver-Vancouver_British_Columbia.html,"cruises,_sailing_&_water_tours"
85,87,tall_ship_silva_sailing_cruise,canada,nova_scotia,halifax_region,44.663465,-63.6241384,39.0,3.5,https://tripadvisor.ca/AttractionProductDetail-g154976-d13402892-Tall_Ship_Silva_Sailing_Cruise-Halifax_Halifax_Region_Nova_Scotia.html,"cruises,_sailing_&_water_tours"
86,88,quebec_city_historic_discoverers_cruise,canada,quebec,quebec_city,45.502452,-73.5523778,44.83,4.0,https://tripadvisor.ca/AttractionProductDetail-g155033-d11449232-Quebec_City_Historic_Discoverers_Cruise-Quebec_City_Quebec.html,"cruises,_sailing_&_water_tours"
